hash,author,author_date,committer,committer_date,msg,parents,num_of_files,num_of_modified_java_files,added_lines,deleted_lines,nloc,jira issue key,summary,issue type,status,resolution,code_smells,code_smells_diff,design_smells,design_smell_diff
7dac7e1d13eaf0eac04fe805c7502dcecd597979,Vinayakumar B,2020-02-07 14:39:24+05:18,GitHub,2020-02-07 14:39:24+05:18,HADOOP-16596. [pb-upgrade] Use shaded protobuf classes from hadoop-thirdparty dependency (#1635). Contributed by Vinayakumar B.,['5944d28130925fe1452f545e96b5e44f064bc69e'],425.0,402.0,511.0,509.0,96834.0,HADOOP-16596,[pb-upgrade] Use shaded protobuf classes from hadoop-thirdparty dependency,Sub-task,Resolved,Fixed,9169,-6,1941,3
3ebf5059651658dd5ed5dbc5fcba4e814b55c34c,Akira Ajisaka,2020-02-07 19:30:06+09:00,Akira Ajisaka,2020-02-07 19:30:06+09:00,HADOOP-16834. Replace com.sun.istack.Nullable with javax.annotation.Nullable in DNS.java. Contributed by Xieming Li.,['7dac7e1d13eaf0eac04fe805c7502dcecd597979'],1.0,1.0,1.0,1.0,224.0,HADOOP-16834,Replace com.sun.istack.Nullable with javax.annotation.Nullable in DNS.java,Bug,Resolved,Fixed,0,0,,
d36cd37e606e03b4c2b7b25b9155fc5ec5dc379d,testfixer,2020-02-11 05:22:07-06:00,GitHub,2020-02-11 11:22:07+00:00,"HADOOP-16847. Test can fail if HashSet iterates in a different order.


Contributed by Testfixer",['d5467d299db3dddcbcd2f77a281d5fa82c4a9e4b'],1.0,1.0,2.0,1.0,581.0,HADOOP-16847,Test TestGroupsCaching fail if HashSet iterates in a different order,Improvement,Resolved,Fixed,0,0,,
cc8ae591049aff8d477fc372cee2a878f80c2b02,Jan Hentschel,2020-02-11 12:51:45+01:00,GitHub,2020-02-11 11:51:45+00:00,"HADOOP-16851. Removed unused import in Configuration


Contributed by Jan Hentschel.",['d36cd37e606e03b4c2b7b25b9155fc5ec5dc379d'],1.0,1.0,0.0,1.0,2267.0,HADOOP-16851,unused import in Configuration class,Bug,Resolved,Fixed,0,0,,
56dee667707926f3796c7757be1a133a362f05c9,Steve Loughran,2020-02-13 19:08:11+00:00,Steve Loughran,2020-02-13 19:09:49+00:00,"HADOOP-16823. Large DeleteObject requests are their own Thundering Herd.

Contributed by Steve Loughran.

During S3A rename() and delete() calls, the list of objects delete is
built up into batches of a thousand and then POSTed in a single large
DeleteObjects request.

But as the IO capacity allowed on an S3 partition may only be 3500 writes
per second *and* each entry in that POST counts as a single write, then
one of those posts alone can trigger throttling on an already loaded
S3 directory tree. Which can trigger backoff and retry, with the same
thousand entry post, and so recreate the exact same problem.

Fixes

* Page size for delete object requests is set in
  fs.s3a.bulk.delete.page.size; the default is 250.
* The property fs.s3a.experimental.aws.s3.throttling (default=true)
  can be set to false to disable throttle retry logic in the AWS
  client SDK -it is all handled in the S3A client. This
  gives more visibility in to when operations are being throttled
* Bulk delete throttling events are logged to the log
  org.apache.hadoop.fs.s3a.throttled log at INFO; if this appears
  often then choose a smaller page size.
* The metric ""store_io_throttled"" adds the entire count of delete
  requests when a single DeleteObjects request is throttled.
* A new quantile, ""store_io_throttle_rate"" can track throttling
  load over time.
* DynamoDB metastore throttle resilience issues have also been
  identified and fixed. Note: the fs.s3a.experimental.aws.s3.throttling
  flag does not apply to DDB IO precisely because there may still be
  lurking issues there and it safest to rely on the DynamoDB client
  SDK.

Change-Id: I00f85cdd94fc008864d060533f6bd4870263fd84",['da99ac7e93722bedd4fca1dd6c992140fcf927e1'],27.0,25.0,1213.0,164.0,11559.0,HADOOP-16823,Large DeleteObject requests are their own Thundering Herd,Sub-task,Resolved,Fixed,0,0,,
954930e9d97b57bd3f595d2c123f4821f865ca3a,Akira Ajisaka,2020-02-14 15:20:28+09:00,Akira Ajisaka,2020-02-14 15:20:28+09:00,HADOOP-16850. Support getting thread info from thread group for JvmMetrics to improve the performance. Contributed by Tao Yang.,['56dee667707926f3796c7757be1a133a362f05c9'],4.0,3.0,151.0,6.0,726.0,HADOOP-16850,Support getting thread info from thread group for JvmMetrics to improve the performance,Improvement,Resolved,Fixed,0,0,,
84f763884021980c456e2ebc21c1a1c1b18fec6c,Ayush Saxena,2020-02-18 00:17:21+05:18,Ayush Saxena,2020-02-18 00:31:33+05:18,HADOOP-13666. Supporting rack exclusion in countNumOfAvailableNodes in NetworkTopology. Contributed by Inigo Goiri.,['439d935e1df601ed998521443fbe6752040e7a84'],2.0,2.0,23.0,1.0,1104.0,HADOOP-13666,Supporting rack exclusion in countNumOfAvailableNodes in NetworkTopology,Improvement,Resolved,Fixed,0,0,,
a562942b05a29d29e4a4fe3df4f35e2a8e7d208d,Steve Loughran,2020-02-17 22:14:39+00:00,GitHub,2020-02-17 22:14:39+00:00,"HADOOP-16759. FileSystem Javadocs to list what breaks on API changes

Followup to the main openFile().withStatus() patch.
It turns out that this broke the hive builds, which
was not well appreciated.

This patch lists places to review in the hadoop codebase,
and external projects where changes are likely to cause problems.

Contributed by Steve Loughran

Change-Id: Ifac815c65b74d083cd277764b780ac2b5b0f6b36",['c77fc6971b5194c9dae184703caa87da271a85eb'],1.0,1.0,19.0,0.0,2058.0,HADOOP-16759,Filesystem openFile() builder to take a FileStatus param,Sub-task,Resolved,Fixed,0,0,,
0cfff16ac040bd5fb6783333d0d027369c68dead,Arpit Agarwal,2020-02-18 09:50:11-08:00,Arpit Agarwal,2020-02-18 09:50:11-08:00,"HADOOP-16833. InstrumentedLock should log lock queue time. Contributed by Stephen O'Donnell.

Change-Id: Idddff05051b6f642b88e51694b40c5bb1bef0026",['a562942b05a29d29e4a4fe3df4f35e2a8e7d208d'],4.0,4.0,222.0,21.0,601.0,HADOOP-16833,InstrumentedLock should log lock queue time,Improvement,Resolved,Fixed,0,0,,
cb3f3cca01d6ab9f4befb1bcd31f384c37c0231a,Wei-Chiu Chuang,2020-02-18 21:53:08-08:00,Wei-Chiu Chuang,2020-02-18 21:53:08-08:00,HADOOP-16868. ipc.Server readAndProcess threw NullPointerException. Contributed by Tsz-wo Sze.,['6526f95bd281fc011f8776d21ff933087c5924de'],1.0,1.0,1.0,2.0,2752.0,HADOOP-16868,ipc.Server readAndProcess threw NullPointerException,Bug,Resolved,Fixed,0,0,,
42dfd270a11419adcb189e8f3a6ddb8f19358088,Sahil Takiar,2020-02-24 08:28:00-08:00,GitHub,2020-02-24 16:28:00+00:00,"HADOOP-16859: ABFS: Add unbuffer support to ABFS connector.


Contributed by Sahil Takiar",['7f8685f4760f1358bb30927a7da9a5041e8c39e1'],5.0,4.0,236.0,21.0,494.0,HADOOP-16859,ABFS: Add unbuffer support to AbfsInputStream,Sub-task,Resolved,Fixed,9176,7,1942,1
0dd8956f2e4bd7cd2315ef23703e4b2da1a0d073,Xiaoyu Yao,2020-03-02 08:22:00-05:00,GitHub,2020-03-02 13:22:00+00:00,"HADOOP-16885. Encryption zone file copy failure leaks a temp file


Contributed by Xiaoyu Yao.

Contains HDFS-14892. Close the output stream if createWrappedOutputStream() fails

Copying file through the FsShell command into an HDFS encryption zone where
the caller lacks permissions is leaks a temp ._COPYING file
and potentially a wrapped stream unclosed.

This is a convergence of a fix for S3 meeting an issue in HDFS.

S3: a HEAD against a file can cache a 404, 
 -you must not do any existence checks, including deleteOnExit(),
  until the file is written. 

Hence: HADOOP-16490, only register files for deletion the create worked
and the upload is not direct. 

HDFS-14892. HDFS doesn't close wrapped streams when IOEs are raised on
create() failures. Which means that an entry is retained on the NN.
-you need to register a file with deleteOnExit() even if the file wasn't
created.

This patch:

* Moves the deleteOnExit to ensure the created file get deleted cleanly.
* Fixes HDFS to close the wrapped stream on failures.",['1a636da041f2d4f2541a2da9c87f94c3ed234fb0'],2.0,2.0,31.0,22.0,2947.0,HADOOP-16885,Encryption zone file copy failure leaks temp file ._COPYING_ and wrapped stream,Bug,Resolved,Fixed,0,0,,
5678b19b016934fecfb16177c849668d642c9c7a,cpugputpu,2020-03-03 01:53:38+08:00,GitHub,2020-03-02 17:53:38+00:00,"HADOOP-16897. Sort fields in ReflectionUtils.java.

Contributed by cpugputpu.",['f864ef742960b805b430841c3a1ccb9e11bcc77c'],1.0,1.0,9.0,1.0,262.0,HADOOP-16897,Sort fields in ReflectionUtils.java,Bug,Resolved,Fixed,0,0,,
d0a7c790c62dbb63b4ce6d5cbe77a33376fa67b0,Steve Loughran,2020-03-03 17:25:22+00:00,GitHub,2020-03-03 17:25:22+00:00,"HADOOP-16885. Fix hadoop-commons TestCopy failure

Followup to HADOOP-16885: Encryption zone file copy failure leaks a temp file

Moving the delete() call broke a mocking test, which slipped through the review process.

Contributed by Steve Loughran.

Change-Id: Ia13faf0f4fffb1c99ddd616d823e4f4d0b7b0cbb",['c0d084247c0d1b7b701bc82e8847096912e5d8a0'],1.0,1.0,1.0,1.0,180.0,HADOOP-16885,Encryption zone file copy failure leaks temp file ._COPYING_ and wrapped stream,Bug,Resolved,Fixed,0,0,,
18050bc58393cf1c7af225466166f3063d211fbf,Sebastian Nagel,2020-03-09 15:37:08+01:00,GitHub,2020-03-09 14:37:08+00:00,"HADOOP-16909 Typo in distcp counters.


Contributed by Sebastian Nagel.",['c6b8a3038646697b77f6db54a2ef6266a9fc7888'],2.0,1.0,4.0,4.0,352.0,HADOOP-16909,Typo in distcp counters,Improvement,Open,,0,0,,
d4d4c37810d92c927df91d78440c3ad73f46e8a0,Steve Loughran,2020-03-09 14:43:47+00:00,Steve Loughran,2020-03-09 14:44:28+00:00,"HADOOP-14630 Contract Tests to verify create, mkdirs and rename under a file is forbidden

Contributed by Steve Loughran.

Not all stores do complete validation here; in particular the S3A
Connector does not: checking up the entire directory tree to see if a path matches
is a file significantly slows things down.

This check does take place in S3A mkdirs(), which walks backwards up the list of
parent paths until it finds a directory (success) or a file (failure).
In practice production applications invariably create destination directories
before writing 1+ file into them -restricting check purely to the mkdirs()
call deliver significant speed up while implicitly including the checks.

Change-Id: I2c9df748e92b5655232e7d888d896f1868806eb0",['18050bc58393cf1c7af225466166f3063d211fbf'],11.0,9.0,273.0,42.0,4131.0,HADOOP-14630,"Contract Tests to verify create, mkdirs and rename under a file is forbidden",Improvement,Resolved,Fixed,0,0,,
c734d69a55693143d0aba2f7f5a793b11c8c50a5,Steve Loughran,2020-03-09 14:50:47+00:00,Steve Loughran,2020-03-09 14:51:16+00:00,"HADOOP-16898. Batch listing of multiple directories via an (unstable) interface

Contributed by Steve Loughran.

This moves the new API of HDFS-13616 into a interface which is implemented by
HDFS RPC filesystem client (not WebHDFS or any other connector)

This new interface, BatchListingOperations, is in hadoop-common,
so applications do not need to be compiled with HDFS on the classpath.
They must cast the FS into the interface.

instanceof can probe the client for having the new interface -the patch
also adds a new path capability to probe for this.

The FileSystem implementation is cut; tests updated as appropriate.

All new interfaces/classes/constants are marked as @unstable.

Change-Id: I5623c51f2c75804f58f915dd7e60cb2cffdac681",['d4d4c37810d92c927df91d78440c3ad73f46e8a0'],8.0,8.0,94.0,39.0,5626.0,HADOOP-16898,Batch listing of multiple directories to be an unstable interface,Improvement,Resolved,Fixed,0,0,,
f197f05cff17a3ae8c4f2d377a0375b38c404879,Wei-Chiu Chuang,2020-03-16 10:56:30-07:00,GitHub,2020-03-16 10:56:30-07:00,HADOOP-16661. Support TLS 1.3 (#1880),['ea688631b02bee4d514b4baa4d754fac8c41ff3a'],2.0,1.0,48.0,13.0,407.0,HADOOP-16661,Support TLS 1.3,New Feature,Resolved,Fixed,0,0,,
e3fbdcbc141bff6c78c24387906a277d518660ae,Chao Sun,2020-03-25 10:21:20-07:00,Chao Sun,2020-03-25 10:21:20-07:00,HADOOP-16912. Emit per priority RPC queue time and processing time from DecayRpcScheduler. Contributed by Fengnan Li.,['2d294bd575f81ced4b562ac7275b014c267e480d'],7.0,6.0,258.0,29.0,1539.0,HADOOP-16912,Emit per priority RPC queue time and processing time from DecayRpcScheduler,New Feature,Resolved,Fixed,0,0,,
b89d875f7b1db4a98d37f13040eecc5afdf1a485,Takanobu Asanuma,2020-04-06 11:03:10+09:00,Takanobu Asanuma,2020-04-06 11:03:10+09:00,"HADOOP-16954. Add -S option in ""Count"" command to show only Snapshot Counts. Contributed by hemanthboyina.",['e6455cc864d932469610e86644162fa324589067'],6.0,4.0,105.0,7.0,1170.0,HADOOP-16954,"Add -S option in ""Count"" command to show only Snapshot Counts",Improvement,Resolved,Fixed,0,0,,
5746533cde0065761a68a9b3e89ee01da6c8eeeb,Ayush Saxena,2020-04-09 23:17:48+05:18,Ayush Saxena,2020-04-09 23:18:28+05:18,HADOOP-16962. Making `getBoolean` log warning message for unrecognized value. Contributed by Ctest.,['061afcdf30ce10d04986672a0583d925d3f8f741'],1.0,1.0,5.0,1.0,2271.0,HADOOP-16962,Making `getBoolean` log warning message for unrecognized value,Bug,Resolved,Fixed,9179,3,1943,1
2ea5adf2de31fce3b2948f651801073092b8fbc7,Ayush Saxena,2020-04-12 11:19:07+05:18,Ayush Saxena,2020-04-12 11:19:07+05:18,HADOOP-16967. TestSequenceFile#testRecursiveSeqFileCreate fails in subsequent run. Contributed by Ctest.,['275c478330d5c8cae3c15b876cc8128d164e9fa0'],1.0,1.0,13.0,7.0,661.0,HADOOP-16967,TestSequenceFile#testRecursiveSeqFileCreate fails in subsequent run ,Bug,Resolved,Fixed,0,0,,
3edbe8708a80128d2aeae20582866536a6b56f6b,Ayush Saxena,2020-04-14 02:01:42+05:18,Ayush Saxena,2020-04-14 02:01:42+05:18,HADOOP-16958. NPE when hadoop.security.authorization is enabled but the input PolicyProvider for ZKFCRpcServer is NULL. Contributed by Ctest.,['11d17417ceba0f1a2944e0c8b4286515c4883889'],2.0,2.0,54.0,0.0,518.0,HADOOP-16958,NPE when hadoop.security.authorization is enabled but the input PolicyProvider for ZKFCRpcServer is NULL,Bug,Resolved,Fixed,0,0,,
eca05917d60f8a06f2a04815db818a7d3afbd2ce,belugabehr,2020-04-17 11:16:12-04:00,GitHub,2020-04-17 08:16:12-07:00,"HADOOP-16951: Tidy Up Text and ByteWritables Classes.

1. Remove superfluous code
2. Remove superfluous comments
3. Checkstyle fixes
4. Remove methods that simply call super.method()
5. Use Java 8 facilities to streamline code where applicable
6. Simplify and unify some of the constructs between the two classes
7. Expanding of the arrays be 1.5x instead of 2x per expansion.",['2fe122e322afd35dfae6e45b3e7fdaddd20a411f'],3.0,3.0,148.0,144.0,881.0,HADOOP-16951,Tidy Up Text and ByteWritables Classes,Improvement,Resolved,Fixed,0,0,,
79e03fb622f824053df6cc4c973d6723659adc46,Ayush Saxena,2020-04-20 01:47:18+05:18,Ayush Saxena,2020-04-20 01:47:18+05:18,HADOOP-16971. TestFileContextResolveAfs#testFileContextResolveAfs creates dangling link and fails for subsequent runs. Contributed by Ctest.,['1824aee9da4056de0fb638906b2172e486bbebe7'],1.0,1.0,2.0,2.0,37.0,HADOOP-16971,TestFileContextResolveAfs#testFileContextResolveAfs creates dangling link and fails for subsequent runs,Bug,Resolved,Fixed,0,0,,
42711081e3cba5835493b5cbedc23d16dfea7667,Steve Loughran,2020-04-20 14:32:13+01:00,GitHub,2020-04-20 14:32:13+01:00,"HADOOP-16986. S3A to not need wildfly on the classpath. (#1948)

HADOOP-16986. S3A to not need wildfly JAR on its classpath.

Contributed by Steve Loughran

This is a successor to HADOOP-16346, which enabled the S3A connector
to load the native openssl SSL libraries for better HTTPS performance.

That patch required wildfly.jar to be on the classpath. This
update:

* Makes wildfly.jar optional except in the special case that 
""fs.s3a.ssl.channel.mode"" is set to ""openssl""

* Retains the declaration of wildfly.jar as a compile-time
dependency in the hadoop-aws POM. This means that unless
explicitly excluded, applications importing that published
maven artifact will, transitively, add the specified
wildfly JAR into their classpath for compilation/testing/
distribution.

This is done for packaging and to offer that optional
speedup. It is not mandatory: applications importing
the hadoop-aws POM can exclude it if they choose.",['82ff7bc9abc8f3ad549db898953d98ef142ab02d'],5.0,3.0,244.0,85.0,345.0,HADOOP-16986,s3a to not need wildfly on the classpath,Sub-task,Resolved,Fixed,0,0,,
af85971a5842e47cf94b6e48de3091a8723b0eb3,Mingliang Liu,2020-04-22 12:36:19-07:00,Mingliang Liu,2020-04-22 12:36:33-07:00,HADOOP-17001. The suffix name of the unified compression class. Contributed by bianqi,['3d69383c26649e272ce591061c919b8c96ee7cfc'],8.0,8.0,76.0,7.0,1036.0,HADOOP-17001,The suffix name of the unified compression class,Improvement,Resolved,Fixed,0,0,,
ef9a6e775c136b2a591a76d5e34d07974a356e0d,Ayush Saxena,2020-04-25 12:55:32+05:18,Ayush Saxena,2020-04-25 12:55:32+05:18,HADOOP-16886. Add hadoop.http.idle_timeout.ms to core-default.xml. Contributed by Lisheng Sun.,['453771f170a062265b7687b31b2a3735827958fb'],2.0,1.0,9.0,0.0,330.0,HADOOP-16886,Add hadoop.http.idle_timeout.ms to core-default.xml,Improvement,Resolved,Fixed,0,0,,
4202750040f91f8dcc218ecc7d3ccf81a8e68b2a,lfengnan,2020-04-28 16:14:55-07:00,GitHub,2020-04-28 16:14:55-07:00,HADOOP-17010. Add queue capacity support for FairCallQueue (#1977),['ab3642955971dec1ce285f39cf0f02e6cc64b4b2'],5.0,4.0,138.0,9.0,1482.0,HADOOP-17010,Add queue capacity weights support in FairCallQueue,New Feature,Resolved,Fixed,0,0,,
6bdab3723eff78c79aa48c24aad87373b983fe6c,Ayush Saxena,2020-04-30 19:43:20+05:18,Ayush Saxena,2020-04-30 19:43:20+05:18,HADOOP-16957. NodeBase.normalize doesn't removing all trailing slashes. Contributed by Ayush Saxena.,['b5b45c53a4ed9fff2b050774c2d82522578d428a'],2.0,2.0,16.0,1.0,288.0,HADOOP-16957,NodeBase.normalize doesn't removing all trailing slashes.,Bug,Resolved,Fixed,0,0,,
263c76b678275dfff867415c71ba9dc00a9235ef,Mingliang Liu,2020-04-30 14:13:21-07:00,Mingliang Liu,2020-04-30 14:15:28-07:00,"HADOOP-17011. Tolerate leading and trailing spaces in fs.defaultFS. Contributed by Ctest

Signed-off-by: Ayush Saxena <ayushsaxena@apache.org>",['6bdab3723eff78c79aa48c24aad87373b983fe6c'],9.0,9.0,16.0,11.0,4764.0,HADOOP-17011,Tolerate leading and trailing spaces in fs.defaultFS,Bug,Resolved,Fixed,9187,8,1948,5
e9e1ead089c0b9f5f1788361329a64fec6561352,Mingliang Liu,2020-05-07 16:50:23-07:00,Mingliang Liu,2020-05-07 16:50:23-07:00,HADOOP-17027. Add tests for reading fair call queue capacity weight configs. Contributed by Fengnan Li,['d59de27c01d7f74a15471fb6021ecf9cd54c7025'],2.0,2.0,65.0,15.0,951.0,HADOOP-17027,Add tests for reading fair call queue capacity weight configs,Sub-task,Resolved,Fixed,0,0,,
328eae9a146b2dd9857a17a0db6fcddb1de23a0d,Akira Ajisaka,2020-05-11 14:44:18+09:00,GitHub,2020-05-11 14:44:18+09:00,HADOOP-16768. SnappyCompressor test cases wrongly assume that the compressed data is always smaller than the input data. (#2003),['aab9e0b16ecc8fa00228c00c7ab90e55195cf5f4'],2.0,2.0,105.0,69.0,791.0,HADOOP-16768,SnappyCompressor test cases wrongly assume that the compressed data is always smaller than the input data,Bug,Resolved,Fixed,0,0,,
a3f945fb8466d461d42ce60f0bc12c96fbb2db23,Elixir Kook,2020-05-13 00:50:04+09:00,GitHub,2020-05-12 10:50:04-05:00,"HADOOP-17035. fixed typos (timeout, interruped) (#2007)

Co-authored-by: Sungpeo Kook <elixir.kook@kakaocorp.com>",['047d8879e7a1bf4dbf6b99815a78b384cd5d514c'],4.0,3.0,4.0,4.0,3269.0,HADOOP-17035,"Trivial typo(s) which are 'timout', 'interruped' in comment, LOG and documents",Bug,Resolved,Fixed,0,0,,
017d24e9703e9447f88ba94df3a8aa0800de770b,Mike,2020-05-14 20:28:00+03:00,GitHub,2020-05-14 18:28:00+01:00,"HADOOP-17036. TestFTPFileSystem failing as ftp server dir already exists.


Contributed by Mikhail Pryakhin.",['7836bc4c3533e93e7adc0c7da0659bc04bdf2494'],1.0,1.0,6.0,3.0,186.0,HADOOP-17036,TestFTPFileSystem failing as ftp server dir already exists,Improvement,Resolved,Fixed,0,0,,
